"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2014-Q3","T3-2014",1200.063,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2015","2015",1191.492,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2015-Q1","T1-2015",1178.879,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2015-Q2","T2-2015",1198.111,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2015-Q4","T4-2015",1178.607,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2015-Q3","T3-2015",1210.373,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2016","2016",1205.622,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2016-Q2","T2-2016",1198.391,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2016-Q1","T1-2016",1198.908,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2016-Q4","T4-2016",1206.054,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2016-Q3","T3-2016",1219.136,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2017","2017",1221.366,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2017-Q1","T1-2017",1215.01,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2017-Q2","T2-2017",1232.285,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2017-Q4","T4-2017",1216.114,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2017-Q3","T3-2017",1222.054,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2018","2018",1218.484,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2018-Q2","T2-2018",1242.666,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2018-Q1","T1-2018",1217.249,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2018-Q4","T4-2018",1196.876,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2018-Q3","T3-2018",1217.146,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2013","2013",4221.469,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2013-Q1","T1-2013",4200.686,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2013-Q2","T2-2013",4228.055,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2013-Q4","T4-2013",4216.9,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2013-Q3","T3-2013",4240.234,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2014","2014",4237.447,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2014-Q2","T2-2014",4253.776,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2014-Q1","T1-2014",4201.152,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2014-Q4","T4-2014",4258.08,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2014-Q3","T3-2014",4236.78,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2015","2015",4255.821,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2015-Q1","T1-2015",4226.957,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2015-Q2","T2-2015",4250.312,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2015-Q4","T4-2015",4285.272,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2015-Q3","T3-2015",4260.746,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2016","2016",4327.699,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2016-Q2","T2-2016",4366.766,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2016-Q1","T1-2016",4300.11,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2016-Q4","T4-2016",4332.402,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2016-Q3","T3-2016",4311.516,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2017","2017",4399.374,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2017-Q1","T1-2017",4410.66,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2017-Q2","T2-2017",4424.799,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2017-Q4","T4-2017",4393.029,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2017-Q3","T3-2017",4369.01,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2018","2018",4426.653,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2018-Q2","T2-2018",4478.326,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2018-Q1","T1-2018",4381.682,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2018-Q4","T4-2018",4461.736,,
"ITC4","Lombardia","9","totale","Y_GE15","15 anni e più","2018-Q3","T3-2018",4384.868,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2013","2013",264.966,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2013-Q1","T1-2013",262.275,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2013-Q2","T2-2013",261.129,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2013-Q4","T4-2013",265.649,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2013-Q3","T3-2013",270.813,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2014","2014",265.454,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2014-Q2","T2-2014",268.732,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2014-Q1","T1-2014",258.901,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2014-Q4","T4-2014",261.796,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2014-Q3","T3-2014",272.389,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2015","2015",264.581,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2015-Q1","T1-2015",259.734,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2015-Q2","T2-2015",264.242,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2015-Q4","T4-2015",264.588,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2015-Q3","T3-2015",269.759,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2016","2016",266.46,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2016-Q2","T2-2016",266.501,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2016-Q1","T1-2016",264.063,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2016-Q4","T4-2016",264.109,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2016-Q3","T3-2016",271.166,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2017","2017",268.966,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2017-Q1","T1-2017",259.003,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2017-Q2","T2-2017",267.218,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2017-Q4","T4-2017",269.505,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2017-Q3","T3-2017",280.137,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2018","2018",271.185,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2018-Q2","T2-2018",269.958,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2018-Q1","T1-2018",264.512,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2018-Q4","T4-2018",271.21,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","2018-Q3","T3-2018",279.06,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2013","2013",485.933,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2013-Q1","T1-2013",494.43,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2013-Q2","T2-2013",477.668,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2013-Q4","T4-2013",497.47,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2013-Q3","T3-2013",474.166,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2014","2014",475.997,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2014-Q2","T2-2014",459.477,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2014-Q1","T1-2014",471.123,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2014-Q4","T4-2014",501.933,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2014-Q3","T3-2014",471.456,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2015","2015",478.671,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2015-Q1","T1-2015",493.622,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2015-Q2","T2-2015",468.154,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2015-Q4","T4-2015",485.413,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2015-Q3","T3-2015",467.494,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2016","2016",485.338,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2016-Q2","T2-2016",496.379,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2016-Q1","T1-2016",481.105,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2016-Q4","T4-2016",482.179,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2016-Q3","T3-2016",481.69,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2017","2017",490.624,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2017-Q1","T1-2017",464.409,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2017-Q2","T2-2017",485.338,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2017-Q4","T4-2017",500.378,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2017-Q3","T3-2017",512.374,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2018","2018",498.663,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2018-Q2","T2-2018",504.671,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2018-Q1","T1-2018",501.118,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2018-Q4","T4-2018",502.614,,
"ITF1","Abruzzo","9","totale","Y_GE15","15 anni e più","2018-Q3","T3-2018",486.249,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2013","2013",58.954,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2013-Q1","T1-2013",58.646,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2013-Q2","T2-2013",58.01,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2013-Q4","T4-2013",59.721,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2013-Q3","T3-2013",59.441,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2014","2014",60.653,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2014-Q2","T2-2014",61.207,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2014-Q1","T1-2014",58.188,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2014-Q4","T4-2014",60.541,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2014-Q3","T3-2014",62.678,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2015","2015",62.039,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2015-Q1","T1-2015",59.824,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2015-Q2","T2-2015",64.186,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2015-Q4","T4-2015",60.842,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2015-Q3","T3-2015",63.305,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2016","2016",63.631,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2016-Q2","T2-2016",68.916,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2016-Q1","T1-2016",62.203,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2016-Q4","T4-2016",61.391,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2016-Q3","T3-2016",62.013,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2017","2017",61.983,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2017-Q1","T1-2017",62.44,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2017-Q2","T2-2017",65.028,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2017-Q4","T4-2017",60.188,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2017-Q3","T3-2017",60.278,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2018","2018",65.753,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2018-Q2","T2-2018",67.961,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2018-Q1","T1-2018",63.121,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2018-Q4","T4-2018",65.858,,
"ITF2","Molise","1","maschi","Y_GE15","15 anni e più","2018-Q3","T3-2018",66.073,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2013","2013",1013.198,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2013-Q1","T1-2013",1003.391,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2013-Q2","T2-2013",1006.377,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2013-Q4","T4-2013",1021.126,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2013-Q3","T3-2013",1021.898,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2014","2014",1009.782,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2014-Q2","T2-2014",1023.244,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2014-Q1","T1-2014",995.384,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2014-Q4","T4-2014",986.928,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2014-Q3","T3-2014",1033.571,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2015","2015",1025.936,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2015-Q1","T1-2015",984.977,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2015-Q2","T2-2015",1023.684,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2015-Q4","T4-2015",1034.343,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2015-Q3","T3-2015",1060.74,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2016","2016",1062.8,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2016-Q2","T2-2016",1060.253,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2016-Q1","T1-2016",1035.651,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2016-Q4","T4-2016",1071.343,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2016-Q3","T3-2016",1083.952,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2017","2017",1086.544,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2017-Q1","T1-2017",1076.208,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2017-Q2","T2-2017",1098.33,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2017-Q4","T4-2017",1056.309,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2017-Q3","T3-2017",1115.331,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2018","2018",1073.665,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2018-Q2","T2-2018",1092.739,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2018-Q1","T1-2018",1049.882,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2018-Q4","T4-2018",1061.279,,
"ITF3","Campania","1","maschi","Y_GE15","15 anni e più","2018-Q3","T3-2018",1090.76,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2013","2013",464.056,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2013-Q1","T1-2013",483.402,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2013-Q2","T2-2013",465.706,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2013-Q4","T4-2013",459.379,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2013-Q3","T3-2013",447.739,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2014","2014",466.797,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2014-Q2","T2-2014",470.44,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2014-Q1","T1-2014",470.402,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2014-Q4","T4-2014",468.718,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2014-Q3","T3-2014",457.627,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2015","2015",478.107,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2015-Q1","T1-2015",475.473,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2015-Q2","T2-2015",487.284,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2015-Q4","T4-2015",482.299,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2015-Q3","T3-2015",467.372,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2016","2016",480.074,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2016-Q2","T2-2016",492.387,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2016-Q1","T1-2016",484.005,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2016-Q4","T4-2016",470.41,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2016-Q3","T3-2016",473.493,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2017","2017",493.152,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2017-Q1","T1-2017",500.483,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2017-Q2","T2-2017",498.16,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2017-Q4","T4-2017",492.577,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2017-Q3","T3-2017",481.387,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2018","2018",489.535,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2018-Q2","T2-2018",512.132,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2018-Q1","T1-2018",490.664,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2018-Q4","T4-2018",467.367,,
"ITG1","Sicilia","2","femmine","Y_GE15","15 anni e più","2018-Q3","T3-2018",487.977,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2013","2013",1580.452,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2013-Q1","T1-2013",1585.722,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2013-Q2","T2-2013",1561.452,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2013-Q4","T4-2013",1597.016,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2013-Q3","T3-2013",1577.618,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2014","2014",1560.992,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2014-Q2","T2-2014",1565.006,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2014-Q1","T1-2014",1541.759,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2014-Q4","T4-2014",1557.324,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2014-Q3","T3-2014",1579.878,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2015","2015",1576.607,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2015-Q1","T1-2015",1542.39,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2015-Q2","T2-2015",1588.793,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2015-Q4","T4-2015",1569.449,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2015-Q3","T3-2015",1605.797,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2016","2016",1636.394,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2016-Q2","T2-2016",1644.47,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2016-Q1","T1-2016",1592.88,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2016-Q4","T4-2016",1640.336,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2016-Q3","T3-2016",1667.887,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2017","2017",1673.711,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2017-Q1","T1-2017",1648.608,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2017-Q2","T2-2017",1693.742,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2017-Q4","T4-2017",1649.77,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2017-Q3","T3-2017",1702.724,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2018","2018",1664.11,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2018-Q2","T2-2018",1702.723,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2018-Q1","T1-2018",1653.551,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2018-Q4","T4-2018",1652.766,,
"ITF3","Campania","9","totale","Y_GE15","15 anni e più","2018-Q3","T3-2018",1647.4,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2013","2013",2225.538,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2013-Q1","T1-2013",2213.447,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2013-Q2","T2-2013",2225.248,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2013-Q4","T4-2013",2263.39,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2013-Q3","T3-2013",2200.069,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2014","2014",2302.073,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2014-Q2","T2-2014",2304.462,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2014-Q1","T1-2014",2269.668,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2014-Q4","T4-2014",2317.884,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2014-Q3","T3-2014",2316.278,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2015","2015",2308.981,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2015-Q1","T1-2015",2272.64,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2015-Q2","T2-2015",2300.685,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2015-Q4","T4-2015",2334.08,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2015-Q3","T3-2015",2328.519,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2016","2016",2335.948,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2016-Q2","T2-2016",2333.624,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2016-Q1","T1-2016",2310.862,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2016-Q4","T4-2016",2357.182,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2016-Q3","T3-2016",2342.122,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2017","2017",2377.692,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2017-Q1","T1-2017",2342.476,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2017-Q2","T2-2017",2371.205,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2017-Q4","T4-2017",2391.568,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2017-Q3","T3-2017",2405.52,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2018","2018",2381.822,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2018-Q2","T2-2018",2398.751,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2018-Q1","T1-2018",2332.195,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2018-Q4","T4-2018",2377.576,,
"ITE4","Lazio","9","totale","Y_GE15","15 anni e più","2018-Q3","T3-2018",2418.766,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2013","2013",1334.714,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2013-Q1","T1-2013",1359.164,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2013-Q2","T2-2013",1350.754,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2013-Q4","T4-2013",1317.09,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2013-Q3","T3-2013",1311.847,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2014","2014",1321.742,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2014-Q2","T2-2014",1321.628,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2014-Q1","T1-2014",1328.64,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2014-Q4","T4-2014",1337.646,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2014-Q3","T3-2014",1299.053,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2015","2015",1352.619,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2015-Q1","T1-2015",1309.881,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2015-Q2","T2-2015",1354.215,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2015-Q4","T4-2015",1386.545,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2015-Q3","T3-2015",1359.836,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2016","2016",1351.409,,
"ITG1","Sicilia","9","totale","Y_GE15","15 anni e più","2016-Q2","T2-2016",1371.579,,
